Year,Description,Image Alt,Image Link
2016,Unsporting remark by England bowler about India captain! – Dec'16,"JIMMY, WE CAN'T ANDERSTAND YOU!",https://amul.com/files/hits/amul-hits-2331.jpg
2016,Distressed jeans ban distresses students of Mumbai college! – Dec'16,R.I.P Jeans?,https://amul.com/files/hits/amul-hits-2330.jpg
2016,Sending off players to be introduced into laws of cricket – Dec’16,Hate red cards? Try the bread card,https://amul.com/files/hits/amul-hits-2329.jpg
2016,National scheme mission gains popularity!,Sabka Bun Dhan!,https://amul.com/files/hits/amul-hits-2328.jpg
2016,CM of TN leaves behind a vacuum-Dec’16,LEADER OF AMMASSES....,https://amul.com/files/hits/amul-hits-2327.jpg
2016,New mandate for the National Anthem.,Stand for Rashtra geet Sit for Rashtra treat,https://amul.com/files/hits/amul-hits-2326.jpg
2016,Six sixes. Saat pheras – Nov’16,Yuvraj as Dulharaj!,https://amul.com/files/hits/amul-hits-2325.jpg
2016,Cuba loses its revolutionary leader- Nov’16,He had a heart of steel...,https://amul.com/files/hits/amul-hits-2323.jpg
2016,Towards a cashless economy….Nov’16,Without us it's a snackless society!,https://amul.com/files/hits/amul-hits-2324.jpg
2016,Two cricket captains. Two ball tampering charges- Nov’16,ICC's rather tamperamental?,https://amul.com/files/hits/amul-hits-2322.jpg
2016,Legacy of our ‘Milkman of India' continues….26th Nov'16,Hamara Mulk. Hamara Milk,https://amul.com/files/hits/amul-hits-2321.jpg
2016,"Akshay/Rajinikanth star in sci-fi film,2.0 !",Kya Robaat hai!,https://amul.com/files/hits/amul-hits-2320.jpg
2016,Coldplay to rock Mumbai- Nov’16,A rush of buuter to the bread!,https://amul.com/files/hits/amul-hits-2319.jpg
2016,Short-term pain! Long-term gain! – Nov’16,ANY TIME MASKA!,https://amul.com/files/hits/amul-hits-2318.jpg
2016,USA’s 45th President! – Nov’16,Trumpumpumpum!,https://amul.com/files/hits/amul-hits-2316.jpg
2016,Tribute to the epic songwriter – Nov’16,He was reaching for the sky just to surrender...,https://amul.com/files/hits/amul-hits-2317.jpg
2016,High currency notes demonetised! – Nov’16,Five hundread is hazaardous?,https://amul.com/files/hits/amul-hits-2315.jpg
2016,Air pollution chokes Delhi.- Nov’16,COUGHNAAK SMOG?,https://amul.com/files/hits/amul-hits-2313.jpg
2016,Who is the new U.S. President? – Nov’16,US par kaun jayega?,https://amul.com/files/hits/amul-hits-2314.jpg
2016,Controversial penguin exhibit plan in Mumbai. – Nov’16,yeh Ar zoo nahin tha!,https://amul.com/files/hits/amul-hits-2312.jpg
2016,FBI to reopen probe into Hillary Clinton email scandal! – Nov’16,You've got Amul!,https://amul.com/files/hits/amul-hits-2311.jpg
2016,Uttar Pradesh politics in utter chaos! – Oct’16,Sabke Samaj ke bahar?,https://amul.com/files/hits/amul-hits-2310.jpg
2016,Corporate house chairman exits!- Oct’16,YEH SERIOUS MYSTERY HAI !,https://amul.com/files/hits/amul-hits-2309.jpg
2016,TV anchor gets special security!- Oct'16,WHAT? WHEN? HOW? Y?,https://amul.com/files/hits/amul-hits-2308.jpg
2016,8th summit held in Goa – Oct’16,What's for BRICSfast?,https://amul.com/files/hits/amul-hits-2307.jpg
2016,Channel & cricket board join hands for #NayiSoch campaign!,MAKHAN MATLAB MASTI,https://amul.com/files/hits/amul-hits-2306.jpg
2016,Bob Dylan – First musician to win Literature Nobel! – Oct’16,Glowin' in the win!,https://amul.com/files/hits/amul-hits-2305.jpg
2016,Virat Kohli receives ICC test championship mace!,Team 1ndia!,https://amul.com/files/hits/amul-hits-2304.jpg
2016,Happy Dussehra- Oct’16,DURGOTSERVE!,https://amul.com/files/hits/amul-hits-2302.jpg
2016,Donald Trump’s lewd comments! –Oct’16,A crass apart!,https://amul.com/files/hits/amul-hits-2303.jpg
2016,Navratri celebrations! – Oct'16,Khaas Gharba,https://amul.com/files/hits/amul-hits-2301.jpg
2016,BCCI- Lodha panel spat! – Oct’16,"Ball's in your court, Milodh!",https://amul.com/files/hits/amul-hits-2300.jpg
2016,India’s commandos deliver message at Pakistan’s door – Sept’16,SURIGICAL STRIKES!,https://amul.com/files/hits/amul-hits-2299.jpg
2016,Demand to boycott Pakistani artistes.-Sept’16,Going Fawad or thinking backward?,https://amul.com/files/hits/amul-hits-2298.jpg
2016,First U.S. Presidential debate!,Debutting heads!,https://amul.com/files/hits/amul-hits-2297.jpg
2016,Saluting the ‘second fastest to 200 test wickets’ man! – Sept’16,ASHWINNER!,https://amul.com/files/hits/amul-hits-2296.jpg
2016,India plays its landmark 500th test match!,Sau many memorable moments!,https://amul.com/files/hits/amul-hits-2295.jpg
2016,Hollywood power couple split! – Sept’16,BRUNCH LENA!,https://amul.com/files/hits/amul-hits-2294.jpg
2016,Courtroom drama enthralls audiences! –Sept’16,Stay in the PINK of health!,https://amul.com/files/hits/amul-hits-2293.jpg
2016,Kudos to our winners at the Paralympics!-Sept’16,On para with the best!,https://amul.com/files/hits/amul-hits-2292.jpg
2016,Cauvery-the river of conflict! – Sept’16,BUDGE OVER TROUBLED WATERS....,https://amul.com/files/hits/amul-hits-2291.jpg
2016,New champions at US Open! – Sept’16,"Angelick this, kerber!",https://amul.com/files/hits/amul-hits-2290.jpg
2016,Comedy star in a controversy!,Kapillegal kaun hai?,https://amul.com/files/hits/amul-hits-2289.jpg
2016,Sherry Paaji floats new political party!-Sept’16,Punja ab kaun jeetega?,https://amul.com/files/hits/amul-hits-2288.jpg
2016,Mother Teresa canonization on 4 Sept. – Sept’16,Godsaint mother...,https://amul.com/files/hits/amul-hits-2286.jpg
2016,Face of telecom changes again!- Sept’16,"Chai Pio, Butter Lio!",https://amul.com/files/hits/amul-hits-2287.jpg
2016,Culture mini stir?,Dress code suggestions for tourists! – Sept’16,https://amul.com/files/hits/amul-hits-2285.jpg
2016,Sachin felicitates our Rio stars! – Aug’16,Bharat's Medal Winners!,https://amul.com/files/hits/amul-hits-2284.jpg
2016,Burkini ban lifted in France!-Aug’16,Bhookini's cool!,https://amul.com/files/hits/amul-hits-2283.jpg
2016,Proposed surrogacy bill – Aug’16,Adopted by all!,https://amul.com/files/hits/amul-hits-2282.jpg
2016,Kudos to the man who produces badminton champs!-Aug'16,Gopi ne char change laga diye!,https://amul.com/files/hits/amul-hits-2281.jpg
2016,India’s badminton heroine at Rio wins silver!-Aug’16,SINDHUSTAN HAMARA!,https://amul.com/files/hits/amul-hits-2280.jpg
2016,Sakshi ends India’s medal drought at Rio!.-Aug’16,LAND OF MALIK AND HONEY!,https://amul.com/files/hits/amul-hits-2279.jpg
2016,"While Indian athletes struggle, officials soak in Rio! – Aug’16",Don't be selfieish!,https://amul.com/files/hits/amul-hits-2277.jpg
2016,"Tribute to spiritual leader, Pramukh Swami Maharaj.- Aug’16",Sambhavna unka pramukh shikshan tha...,https://amul.com/files/hits/amul-hits-2276.jpg
2016,The once-in-a generation athlete makes it a hatrick of 100 metre Olympic golds! – Aug’16,Wonderbolt!,https://amul.com/files/hits/amul-hits-2278.jpg
2016,‘Flying Fish’ rules the pool with Olympic records!- Aug’16,GOD PHELPS THOSE WHO HELP THEMSELVES...,https://amul.com/files/hits/amul-hits-2275.jpg
2016,Matt Damon returns in the fifth installment of the series!- Aug’16,Bourne Maska !,https://amul.com/files/hits/amul-hits-2274.jpg
2016,Looking forward to better results in Rio! – Aug’16,C'mon India! Olympick yourselves up!,https://amul.com/files/hits/amul-hits-2273.jpg
2016,Transformative tax reform passed!- Aug’16,"WHERE THERE'S A BiLL, tHERE'S A WAY!",https://amul.com/files/hits/amul-hits-2272.jpg
2016,B & W photo trend on FB! – Aug’16,BAKE? FRY? SAUTE? BARBEQUE?,https://amul.com/files/hits/amul-hits-2271.jpg
2016,The fantasy mania continues!- July’16,Eat ka jawaab Potter se!,https://amul.com/files/hits/amul-hits-2270.jpg
2016,Comments against late superstar creates much debate!- July’16,Chingari koi bhadkaye?,https://amul.com/files/hits/amul-hits-2269.jpg
2016,First female nominee of major U.S political party!,Haillary Clinton !,https://amul.com/files/hits/amul-hits-2268.jpg
2016,Drug scandal plagues Olympics!- July’16,Dope opera!,https://amul.com/files/hits/amul-hits-2267.jpg
2016,Variable pricing creates discontent!- July’16,"Surge kya, jhooth kya?",https://amul.com/files/hits/amul-hits-2266.jpg
2016,Plagiarising from the First Lady – July'16,Maineliya Trump!,https://amul.com/files/hits/amul-hits-2264.jpg
2016,Superstar Rajinikanth mania sweeps the country!- July'16,"He makes onions cry, tomatoes blush & butter fry!",https://amul.com/files/hits/amul-hits-2265.jpg
2016,Navjot Sidhu to join AAP ?- July'16,"Paaji, haan ji ki naa ji?",https://amul.com/files/hits/amul-hits-2263.jpg
2016,SC verdict shakes up BCCI – July’16,Lodha loha ko kaatta hai!,https://amul.com/files/hits/amul-hits-2262.jpg
2016,Obsession with augmented reality mobile game!- July’16,Good Pokemoning!,https://amul.com/files/hits/amul-hits-2261.jpg
2016,UK’s second female PM – July’16,"Yes, Prime Maynister",https://amul.com/files/hits/amul-hits-2260.jpg
2016,Ronaldo's team reign supreme!,Partygal!,https://amul.com/files/hits/amul-hits-2259.jpg
2016,Wimbledon winners!- July’16,BUTTERSCOT!,https://amul.com/files/hits/amul-hits-2258.jpg
2016,Nasa’s latest mission – July’16,JUPITOUR!,https://amul.com/files/hits/amul-hits-2257.jpg
2016,Historic march into Euro 2016 semis!-July’16,KILLER WALES!,https://amul.com/files/hits/amul-hits-2255.jpg
2016,Outrage against terrorism – July’16,END OF INNOCENCE...,https://amul.com/files/hits/amul-hits-2256.jpg
2016,Amul- the official sponsor of the Indian contingent to Rio Olympics – July’16,Breakfaster. Higher. Stronger.,https://amul.com/files/hits/amul-hits-2254.jpg
2016,Legend leaves international arena.- June’16,Messive shoes to fill!,https://amul.com/files/hits/amul-hits-2253.jpg
2016,Team India’s new head coach-June’16,"Kumble, zyaada le!",https://amul.com/files/hits/amul-hits-2252.jpg
2016,Brexit becomes a reality!-June’16,Untied Kingdom?,https://amul.com/files/hits/amul-hits-2251.jpg
2016,Former cricketer becomes fashion technology head- June’16,NOT A NIFTY CHOICE?,https://amul.com/files/hits/amul-hits-2249.jpg
2016,UK to withdraw from EU?- June’16,Brexfast it!,https://amul.com/files/hits/amul-hits-2250.jpg
2016,Minister finds salutation objectionable!,How 'dear' you!,https://amul.com/files/hits/amul-hits-2248.jpg
2016,57 applicants for the prestigious post – June’16,Sahi coach... kai soch?,https://amul.com/files/hits/amul-hits-2247.jpg
2016,Landmark verdict by HC- June’16,No more cut-cut!,https://amul.com/files/hits/amul-hits-2246.jpg
2016,Reluctance to partner tennis star for Rio Olympics!- June’16,LEAND PAES A HAND!,https://amul.com/files/hits/amul-hits-2245.jpg
2016,Zizou to promote Mumbai residential complex – June’16,"FOR BREAKFAST, LUNCH AND ZINEDINNER",https://amul.com/files/hits/amul-hits-2244.jpg
2016,Film on drug menace runs into controversy – June’16,LADTA PAHLAJ?,https://amul.com/files/hits/amul-hits-2243.jpg
2016,Djo jeeta wohi sikandar!,Novak in Grand form again!-June’16,https://amul.com/files/hits/amul-hits-2242.jpg
2016,RIP- Muhammed Ali – June’16,Lord of the rings...,https://amul.com/files/hits/amul-hits-2241.jpg
2016,New archaeological discovery- June’16,Indus waali civilisation...,https://amul.com/files/hits/amul-hits-2240.jpg
2016,Controversial video receives backlash- May’16,Joke se jokhim tak,https://amul.com/files/hits/amul-hits-2239.jpg
2016,IPL 2016 winners- May’16,Hyderabad's sunriser,https://amul.com/files/hits/amul-hits-2238.jpg
2016,Big B to host programme on girl child.,MASKA LA AUR MUSKURA,https://amul.com/files/hits/amul-hits-2237.jpg
2016,RBI Governor deserves an extension?,Let Raghuramain!,https://amul.com/files/hits/amul-hits-2236.jpg
2016,Virat’s incredible four IPL tons!,Kohlissal achievement!,https://amul.com/files/hits/amul-hits-2234.jpg
2016,Women CMs retain their power!,Ammagnificent victory!,https://amul.com/files/hits/amul-hits-2235.jpg
2016,Aishwarya’s purple pout on the red carpet,"What's 'honth', what not!",https://amul.com/files/hits/amul-hits-2233.jpg
2016,Olympic wrestler seeks justice – May’16,Anti-sushil elements?,https://amul.com/files/hits/amul-hits-2232.jpg
2016,West Indies cricket loses its voice – May’16,Beyond the boundary...,https://amul.com/files/hits/amul-hits-2231.jpg
2015,The controversial issue of Free Basics – Dec’15,TRAI a neutral approach?,https://amul.com/files/hits/amul-hits-2165.jpg
2015,RIP- the star who gave us the ‘Sadhana cut’ – Dec’15,Abhi na jao chhodkar...,https://amul.com/files/hits/amul-hits-2163.jpg
2015,Seventh installment of sci-fi series.-Dec’15,STAR COURSE: THE TASTE AWAKENS!,https://amul.com/files/hits/amul-hits-2164.jpg
2015,Pageant host blunders! – Dec’15,MESS UNIVERSE!,https://amul.com/files/hits/amul-hits-2162.jpg
2015,DDCA row! – Dec’15,FEROZSHAH GOTALA?,https://amul.com/files/hits/amul-hits-2161.jpg
2015,"Opposition in court, out of court – Dec’15",Smooth bailing!,https://amul.com/files/hits/amul-hits-2160.jpg
2015,Two blockbusters to clash at the box office! – Dec’15,MEALWALE VS BHAJJI PAO MASKANI,https://amul.com/files/hits/amul-hits-2159.jpg
2015,Mumbai’s  iconic store closes –Dec’15,"No Rhythm,Just Blues",https://amul.com/files/hits/amul-hits-2158.jpg
2015,Washouts of Parliament sessions – Dec’15,"Sabha kuch seekha humne, na seekhi hoshiyaari?",https://amul.com/files/hits/amul-hits-2157.jpg
2015,New IPL team- Dec’15,Scoreashtra!,https://amul.com/files/hits/amul-hits-2155.jpg
2015,New IPL team.-Dec’15,Poona bhetu ya!,https://amul.com/files/hits/amul-hits-2156.jpg
2015,Tamil Nadu CM’s sticker on relief material.,Ammazing self promotion!,https://amul.com/files/hits/amul-hits-2153.jpg
2015,Delhi Govt. initiative to curb pollution.,Which number plate is this?,https://amul.com/files/hits/amul-hits-2152.jpg
2015,Trump’s absurd comments !,Main hoon Con? Main hoon Don!,https://amul.com/files/hits/amul-hits-2149.jpg
2015,Chennai fights to stay afloat- Dec’15,This land is my land.This hand is my hand.,https://amul.com/files/hits/amul-hits-2150.jpg
2015,Uttarakhand farmers play Yo Yo Singh’s songs to ward off animals!,Honeykaarak jaanwaron ko hatao!,https://amul.com/files/hits/amul-hits-2151.jpg
2015,Rs.55 crore wedding extravaganza ! – Dec’15,Bahuballiwood wedding?,https://amul.com/files/hits/amul-hits-2147.jpg
2015,Ice-broken at world climate meet? – Dec’15,Global warmth?,https://amul.com/files/hits/amul-hits-2148.jpg
2015,Celebrating the legacy of ‘our  Milkman’ of India – Nov’15,HE BROUGHT ANAND TO MILLIONS OF FARMERS...,https://amul.com/files/hits/amul-hits-2146.jpg
2015,Angst and anger over actor’s comment! – Nov’15,Aal izz hell or Aal izz well?,https://amul.com/files/hits/amul-hits-2145.jpg
2015,Island nation could host India- Pakistan series – Nov’15,Adost pados!,https://amul.com/files/hits/amul-hits-2144.jpg
2015,Censor cuts for latest Bond film!- Nov’15,INSPECTRE OF MORAL POLICE?,https://amul.com/files/hits/amul-hits-2143.jpg
2015,Oxford dictionary’s word of the year!- Nov’15,Sabka emotikhana!,https://amul.com/files/hits/amul-hits-2142.jpg
2015,Tribute to a multi-faceted actor…,MANY SAEEDS TO THE MAN...,https://amul.com/files/hits/amul-hits-2141.jpg
2015,Solidarity with wounded France – Nov’15,Don't let terror Parisalyse you...,https://amul.com/files/hits/amul-hits-2140.jpg
2015,The legend’s luggage lost! Trollers fume!,BRITISH ERRWAYS?,https://amul.com/files/hits/amul-hits-2139.jpg
2015,Argentinian icon endorses Indian brand!-Nov’15,MESSIRS TATA SONS LTD!,https://amul.com/files/hits/amul-hits-2137.jpg
2015,DISHING EVERYONE A HAPPY DIWALI!,DISHING EVERYONE A HAPPY DIWALI!,https://amul.com/files/hits/amul-hits-2138.jpg
2015,Nitish- Lalu wapsi!,JDUVA BHAI?,https://amul.com/files/hits/amul-hits-2136.jpg
2015,About returning honours – Nov’15,Award nahin chahiye? Reward toh lo!,https://amul.com/files/hits/amul-hits-2135.jpg
2015,IPL’s Chief Operating Officer forced to resign,No aman for Raman?,https://amul.com/files/hits/amul-hits-2134.jpg
2015,Seeking tolerance and harmony.,Taalerance se taalerance mila!,https://amul.com/files/hits/amul-hits-2133.jpg
